#,Player,Team,GP,MPG,FGM,FGA,FG%,3:00 pm,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,ATT
198,Meyers Leonard,POR,20,23.8,3.2,8,0.406,0.9,3.9,0.231,0.7,0.8,0.867,1.1,3,0.8,3.7,4.5,1.8,0.2,0.3,8.1,0.35
199,Kawhi Leonard,SAS,25,33.2,7.8,15.3,0.512,2,4,0.495,3.4,3.9,0.876,1.3,2,1.3,6.1,7.4,2.7,2.1,1,21,0.51
200,Alex Len,PHX,27,18.8,2.7,5.7,0.481,0,0.1,0,1.9,2.7,0.712,1.4,2.1,2,3.9,5.9,0.6,0.6,1,7.4,0.36
#,Player,Team,GP,MPG,FGM,FGA,FG%,3:00 pm,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#VALUE!
201,David Lee,BOS,24,15.5,2.9,5.9,0.489,0,0,0,1.4,1.8,0.791,1.3,1.9,1.3,2.7,4,1.9,0.4,0.2,7.2,0.43
202,Courtney Lee,MEM,27,29,4,9,0.44,0.9,2.7,0.319,1.4,1.5,0.925,0.9,1.6,0.4,2.4,2.8,1.5,1.1,0.3,10.1,0.33
203,Ty Lawson,HOU,26,25.2,2,6.1,0.329,0.6,2,0.294,1.3,2,0.686,2,1.3,0.5,1.4,1.9,4.2,1,0.2,5.9,0.28
204,Zach LaVine,MIN,25,25.1,5.5,12.8,0.433,1.3,3.7,0.355,2.7,3,0.893,2.1,2.3,0.6,2.9,3.5,3.6,0.6,0.1,15,0.56
205,Joffrey Lauvergne,DEN,11,17.2,3.6,6.9,0.526,0.5,0.9,0.5,1.3,1.4,0.933,0.7,2.3,1.5,4.5,6.1,1.2,0.2,0.3,9,0.44
206,Shane Larkin,BRK,24,18.9,2.9,6.2,0.473,0.7,1.4,0.471,0.7,1,0.739,1.5,1.6,0.2,2,2.2,3.6,1.4,0.2,7.2,0.35
207,Jeremy Lamb,CHA,24,22.9,4.8,10,0.483,1.2,3.6,0.333,1,1.5,0.676,0.9,1.5,0.8,3.9,4.6,1.5,0.5,0.5,11.9,0.46
208,Kosta Koufos,SAC,25,22.7,3.8,7,0.537,0,0,0,1,1.8,0.591,0.6,2.9,2.8,3.9,6.8,0.3,0.8,1.1,8.6,0.34
209,Kyle Korver,ATL,25,31.5,3.7,8.1,0.455,1.9,4.8,0.4,0.6,0.7,0.833,1.6,1.9,0.1,3.8,3.9,2.2,0.9,0.4,9.9,0.27
210,Brandon Knight,PHX,27,35.6,7.4,17,0.435,2.4,6.7,0.363,3,3.6,0.827,3.3,2,0.8,3.4,4.2,5.2,1.6,0.4,20.3,0.52
211,Ryan Kelly,LAL,8,12.7,1.4,3.2,0.423,0.1,1.1,0.111,0.9,1.2,0.7,0.8,0.6,0.1,3.5,3.6,0.9,0.5,0.6,3.8,0.29
212,Sasha Kaun,CLE,6,4.1,0.2,0.3,0.5,0,0,0,0.3,0.3,1,0.5,0.8,0.7,0.2,0.8,0.2,0.3,0.2,0.7,0.10
213,Sergey Karasev,BRK,10,6.8,0.2,1,0.2,0.1,0.6,0.167,0.4,0.4,1,0.3,0.3,0,0.5,0.5,0.2,0.1,0,0.9,0.17
214,Enes Kanter,OKC,26,20.2,4.3,7.8,0.554,0,0.1,0.5,2.4,3.2,0.759,1.2,2.1,2.7,5.2,7.9,0.6,0,0.3,11.1,0.45
215,Frank Kaminsky,CHA,24,18,2,4.7,0.425,0.7,1.8,0.364,0.8,1.1,0.741,0.5,1.4,0.5,2.6,3.1,1.2,0.4,0.5,5.5,0.29
216,Chris Kaman,POR,3,15.7,1.7,5,0.333,0,0,0,0,0,0,1,1.7,0.7,2,2.7,1.3,0,0,3.3,0.32
217,Cory Joseph,TOR,27,27.1,3.4,7.3,0.469,0.4,1.3,0.294,2.2,3,0.738,1.3,1.7,0.6,2,2.6,2.8,1,0.4,9.4,0.32
218,DeAndre Jordan,LAC,26,32.6,3.9,5.7,0.694,0,0,0,2.9,7.5,0.39,1.2,3.2,3.8,9.4,13.2,0.9,0.7,2.4,10.8,0.27
219,Tyus Jones,MIN,2,6.8,0,2.5,0,0,0.5,0,0.5,1,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.43
220,Terrence Jones,HOU,22,23.7,3.7,8.3,0.448,0.7,1.7,0.405,1.8,2.7,0.65,1.1,1.9,1.7,3.4,5.1,1,0.4,1,9.9,0.40
221,James Jones,CLE,21,9.7,1.2,3.2,0.368,1,2.6,0.4,0.5,0.7,0.714,0.3,1.3,0.2,0.8,1,0.4,0.3,0.2,3.9,0.36
222,Nikola Jokic,DEN,23,17.5,3.1,5.7,0.55,0.2,0.4,0.444,1.6,2.1,0.771,1,1.9,1.8,3.2,5,1,0.8,0.5,8,0.38
223,Wesley Johnson,LAC,26,15.9,2.1,4.5,0.474,1,2.7,0.386,0.3,0.5,0.571,0.4,1.7,0.3,1.7,2,0.3,0.7,0.4,5.6,0.30
224,Tyler Johnson,MIA,20,20.8,3.2,6.2,0.52,0.8,1.8,0.457,1.9,2.4,0.809,1.1,1.5,0.8,1.4,2.2,1.8,0.7,0.4,9.1,0.35
225,Stanley Johnson,DET,27,21.2,3,8.1,0.372,0.7,2.5,0.284,1,1.3,0.75,1.3,2.2,0.8,3,3.8,1.1,0.7,0.1,7.7,0.41
226,Joe Johnson,BRK,25,34.6,4,11.1,0.36,1.2,4,0.303,1.8,2.1,0.83,2,1.9,0.8,3.4,4.2,3.9,0.8,0,11,0.35
227,James Johnson,TOR,22,12.6,1.6,2.9,0.571,0.2,0.5,0.333,0.9,1.5,0.606,1,1.3,0.5,1.6,2.1,1,0.5,0.4,4.4,0.28
228,Chris Johnson,UTA,17,5.4,0.5,1.5,0.32,0.2,0.6,0.364,0.1,0.2,0.5,0.2,0.6,0.2,0.5,0.7,0.3,0.1,0.2,1.3,0.29
229,Amir Johnson,BOS,26,23.7,3.2,6,0.538,0.3,1,0.269,0.9,1.7,0.558,1.4,2.7,1.9,3.9,5.8,1.6,0.7,1.3,7.7,0.28
230,Jonas Jerebko,BOS,26,12.5,1.1,2.8,0.378,0.3,0.7,0.368,0.6,0.7,0.882,0.8,1.7,0.8,1.7,2.6,0.8,0.2,0.2,3,0.25
231,John Jenkins,DAL,10,10.3,1.7,4,0.425,0.3,1.4,0.214,0.4,0.4,1,0.6,0.6,0.2,1,1.2,0.5,0.1,0,4.1,0.40
232,Richard Jefferson,CLE,24,23.1,2.7,6,0.448,1,2.8,0.353,0.8,1.4,0.559,0.9,2.1,0.2,1.4,1.6,1.1,0.6,0.2,7.1,0.29
233,Cory Jefferson,PHX,5,4,0.8,1.6,0.5,0,0,0,0,0.4,0,0,0.8,0.2,1,1.2,0,0,0.2,1.6,0.44
234,Al Jefferson,CHA,17,26.2,6.2,12.4,0.5,0,0,0,1.4,2.2,0.605,0.7,2.3,1.3,5.1,6.4,1.8,0.8,1.1,13.7,0.51
235,LeBron James,CLE,23,36.8,10,20.2,0.498,1.1,3.9,0.278,5.4,7.5,0.727,3.7,2,1.4,6.3,7.7,6.5,1.5,0.7,26.6,0.63
236,Reggie Jackson,DET,27,30.9,7.2,16.5,0.436,1.5,4.3,0.357,4.2,4.8,0.869,3.1,2,0.8,3.3,4.1,6.3,1,0.1,20.1,0.60
237,Jarrett Jack,BRK,24,31.8,4.6,11.3,0.408,1,3,0.333,3.2,3.7,0.864,3,2.5,0.2,4.1,4.3,7.2,0.9,0.1,13.4,0.40
238,Damien Inglis,MIL,6,6.2,0.3,1.3,0.25,0.2,0.8,0.2,0.5,0.7,0.75,0.5,0.8,0.2,1.2,1.3,0.3,0.3,0,1.3,0.26
239,Joe Ingles,UTA,23,11.8,1.3,2.8,0.453,0.7,1.8,0.39,0.1,0.2,0.75,0.5,1.1,0,1.3,1.3,0.9,0.4,0,3.3,0.24
240,Ersan Ilyasova,DET,27,25.9,3.8,8.7,0.436,1.6,4.1,0.391,1.6,2.1,0.741,1.1,2.4,1.5,2.9,4.4,1.1,0.6,0.6,10.8,0.37
241,Andre Iguodala,GSW,26,28.1,3.1,6.3,0.497,1,2.6,0.397,0.5,0.8,0.619,1.1,1.7,1.2,3.8,5,3.7,1.5,0.3,7.8,0.24
242,Serge Ibaka,OKC,26,32.3,5.8,11.9,0.49,0.5,1.4,0.378,1.2,1.6,0.738,1.3,2.8,2.1,5,7.1,0.9,0.4,2.5,13.4,0.39
243,R.J. Hunter,BOS,15,10.2,1.1,3.1,0.362,0.5,2.1,0.258,0.1,0.1,1,0.4,1.3,0.1,1.3,1.3,0.3,0.4,0.1,2.9,0.31
244,Kris Humphries,WAS,19,18.2,2.2,5.9,0.375,0.8,2.6,0.327,0.8,0.8,0.938,0.7,1.6,1.3,3.3,4.6,0.8,0.1,0.5,6.1,0.34
245,Marcelinho Huertas,LAL,14,13,1.4,3,0.452,0.4,1.1,0.375,0.2,0.2,1,1.6,1.5,0.4,0.9,1.4,2.9,0.5,0.1,3.4,0.24
246,Dwight Howard,HOU,21,32.1,4.8,8.3,0.571,0,0,0,3.2,6,0.536,2.6,3.4,3.9,7.9,11.8,1.6,1,1.8,12.7,0.34
247,Al Horford,ATL,27,31.4,6.3,12.9,0.486,1.1,3.1,0.345,1.6,1.9,0.843,1.4,1.6,2.1,5,7.1,3,0.8,1.4,15.2,0.44
248,Rodney Hood,UTA,23,29.4,4.3,10.5,0.413,1.4,4.6,0.302,1.7,2,0.87,1.7,3.3,0.4,2.1,2.6,2.6,1,0.2,11.8,0.39
249,Richaun Holmes,PHI,17,14.4,2.2,3.9,0.576,0.2,0.8,0.286,1.1,1.5,0.72,0.6,2,1.4,1,2.4,0.7,0.2,0.8,5.8,0.31
250,Rondae Hollis-Jefferson,BRK,19,22,2.1,4.3,0.481,0.1,0.3,0.2,1.1,1.6,0.667,1.1,2.2,1.7,4.4,6.1,1.4,1.4,0.4,5.2,0.23
251,Ryan Hollins,WAS,5,9.6,0.8,1.4,0.571,0,0,0,0,0,0,0.6,0.8,1.4,0.8,2.2,0,0,0.2,1.6,0.15
252,Justin Holiday,ATL,17,11.9,1.2,3.4,0.368,0.6,2.1,0.286,0.1,0.1,0.5,0.5,0.8,0.2,1,1.2,0.5,0.5,0.2,3.1,0.29
253,Jrue Holiday,NOP,19,22.6,4.4,9.9,0.439,1.3,3,0.421,2.4,2.8,0.833,2.3,2.4,0.2,1.8,2,4.5,1,0.4,12.4,0.49
254,Kirk Hinrich,CHI,14,16.4,2,4.3,0.467,0.9,1.6,0.565,0.7,0.8,0.909,0.9,1.9,0.1,1.1,1.2,1.7,0.6,0,5.6,0.28
255,Darrun Hilliard,DET,7,6.5,1,3.9,0.259,0.4,1.3,0.333,0.6,0.9,0.667,0.4,0.3,0.4,0.4,0.9,0.1,0,0,3,0.66
256,Solomon Hill,IND,11,7,0.9,2.2,0.417,0.1,0.6,0.143,0,0,0,0.3,0.5,0.5,1.1,1.6,0.7,0.3,0.1,1.9,0.31
257,Jordan Hill,IND,22,23,3.8,8.1,0.469,0,0,0,1.7,2.3,0.745,1.3,2.5,2.9,4.7,7.6,1.4,0.8,0.3,9.4,0.39
258,George Hill,IND,21,34.6,4.3,10.3,0.421,1.7,4.2,0.393,1.7,2.4,0.72,1.7,2.1,0.6,3.2,3.8,3.5,1.3,0.3,12,0.33
259,J.J. Hickson,DEN,17,17.2,3.2,6.1,0.519,0,0,0,1.5,3.4,0.456,0.9,1.9,1.2,3.6,4.8,0.9,0.6,0.7,7.9,0.44
260,Roy Hibbert,LAL,26,27,2.5,5.5,0.451,0,0.1,0,2.7,3.1,0.852,1.4,3.2,2.1,4.5,6.6,1.7,0.4,1.9,7.7,0.25
261,Mario Hezonja,ORL,23,12.2,1.5,3.5,0.432,0.7,1.6,0.432,0.6,0.7,0.933,1.2,1.2,0.3,1.3,1.6,0.6,0.2,0,4.3,0.31
262,John Henson,MIL,23,15.8,2.8,4.9,0.566,0,0,0,1.2,2.1,0.562,1.2,2.4,1.9,2.3,4.2,0.7,0.3,1.5,6.7,0.37
263,Gerald Henderson,POR,18,15.6,2.4,5.9,0.411,0.8,1.9,0.441,1.2,1.7,0.677,0.8,0.8,0.1,2,2.1,0.7,0.3,0.2,6.9,0.42
264,Gordon Hayward,UTA,24,35.2,6,13.8,0.435,1.9,4.4,0.425,4.5,5.7,0.801,2.5,2.5,0.7,4.2,4.9,3.1,1.1,0.2,18.4,0.46
265,Chuck Hayes,HOU,2,11.9,0.5,1,0.5,0,0,0,1,1,1,1.5,3,0,4,4,1,0,0,2,0.12
266,Spencer Hawes,CHA,24,17.2,2.2,4.9,0.441,0.6,1.7,0.375,1,1.2,0.828,1.1,2.1,0.6,3.4,4,1.9,0.3,0.2,6,0.31
267,Udonis Haslem,MIA,10,9.7,0.8,2,0.4,0.1,0.3,0.333,0.3,0.3,1,0.3,1,0.1,2.1,2.2,0.7,0.4,0.1,2,0.22
268,Aaron Harrison,CHA,5,4.5,0.4,0.6,0.667,0.2,0.2,1,0.4,1.2,0.333,0.2,0,0.2,0.6,0.8,0,0.2,0,1.4,0.25
269,Tobias Harris,ORL,25,31.4,5.3,11.6,0.457,0.9,3,0.311,2.7,3.3,0.829,1.8,1.9,1.8,5.5,7.3,1.9,1,0.6,14.2,0.41
270,Joe Harris,CLE,5,3,0.2,0.8,0.25,0.2,0.8,0.25,0,0,0,0.2,0.2,0,0.6,0.6,0.4,0,0,0.6,0.27
271,Gary Harris,DEN,19,28,4,8.2,0.49,1.3,3,0.421,0.9,1.2,0.818,1.5,1.8,0.6,1.9,2.5,1.7,0.9,0.3,10.2,0.31
272,Devin Harris,DAL,24,20.8,2.8,5.9,0.465,0.5,2,0.265,1.7,2.5,0.656,1,2.2,0.3,1.8,2.2,1.8,1.1,0.3,7.7,0.33
273,Montrezl Harrell,HOU,17,9.3,1.4,2.1,0.639,0,0,0,0.6,1.1,0.526,0.5,1.4,0.7,1,1.7,0.2,0.2,0.3,3.3,0.28
274,Maurice Harkless,POR,27,17.7,1.9,4.2,0.442,0.4,1.4,0.316,0.8,1.3,0.618,1.1,1.4,1.2,2.3,3.5,0.9,0.4,0.3,4.9,0.27
275,James Harden,HOU,27,38.4,8.4,20.3,0.412,2.8,8.3,0.333,9.4,10.9,0.863,4.6,2.4,1,5.3,6.2,6.7,1.9,0.8,28.9,0.65
276,Tim Hardaway Jr.,ATL,4,11.1,0.8,3.2,0.231,0.5,2,0.25,0.5,0.5,1,0.2,0.5,0.2,1,1.2,0.5,0,0.2,2.5,0.31
277,Tyler Hansbrough,CHA,12,6.5,1,1.9,0.522,0.2,0.2,1,0.7,1.2,0.571,0.2,0.8,0.7,0.9,1.6,0.3,0.2,0.3,2.8,0.37
278,P.J. Hairston,CHA,22,18,1.7,5,0.349,1,3.4,0.311,0.5,0.6,0.923,0.5,2,0.2,2.2,2.4,0.7,0.2,0.2,5,0.29
279,Blake Griffin,LAC,26,34.6,9.6,18.6,0.514,0.2,0.5,0.308,4.6,6.3,0.727,2.3,2.7,1.8,7,8.8,4.8,0.7,0.6,23.9,0.61
280,Jeff Green,MEM,27,28.4,3.9,9.5,0.412,0.6,2,0.291,2.3,2.7,0.851,1.4,2,0.8,3.1,3.9,1.7,0.6,0.3,10.8,0.37
281,JaMychal Green,MEM,27,16.9,2.3,5,0.47,0.2,0.5,0.462,1.4,1.8,0.776,1.2,2.4,1.4,3.1,4.5,0.5,0.4,0.3,6.3,0.34
282,Gerald Green,MIA,18,25.5,4.1,9.9,0.408,1.4,4.4,0.325,1.7,2.1,0.811,0.9,2.4,0.4,2,2.4,0.7,0.3,0.4,11.2,0.42
283,Erick Green,DEN,3,2.5,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0.12
284,Draymond Green,GSW,26,34.6,5,10.9,0.459,1.4,3.7,0.375,2.6,3.6,0.723,2.9,3.1,1.7,7.1,8.8,7.1,1.3,1.5,14,0.36
285,Danny Green,SAS,27,26.4,2.6,7.6,0.337,1.3,4.6,0.293,0.5,0.6,0.824,1.3,1.6,0.6,3.3,3.9,2,0.8,0.5,7,0.30
286,Jerian Grant,NYK,24,17.2,1.9,4.9,0.381,0.2,1.1,0.192,1.5,1.9,0.822,1.4,1.6,0.2,1.7,1.9,2.5,0.5,0,5.5,0.33
287,Jerami Grant,PHI,27,26.7,3.4,8.2,0.416,0.4,2,0.182,2.3,3.3,0.7,1.2,2.7,1.4,3.3,4.8,1.3,0.8,1.8,9.5,0.36
288,Marcin Gortat,WAS,21,29.9,5.1,9.8,0.524,0,0,0,2.3,3.1,0.727,2.1,2.3,2.4,6.7,9.1,1.6,0.7,1.2,12.6,0.37
289,Eric Gordon,NOP,25,33.4,5.3,13.1,0.407,2.4,6.8,0.353,2.8,3.2,0.886,1.6,2.2,0.2,1.9,2.2,2.7,0.9,0.2,15.8,0.43
290,Aaron Gordon,ORL,24,19.6,2.7,5.8,0.471,0.5,1.4,0.324,1.4,2.1,0.68,1,2.2,1.7,3.1,4.8,1.3,0.7,0.9,7.3,0.34
291,Archie Goodwin,PHX,13,11.6,1.7,3.4,0.5,0.2,0.8,0.182,1.7,3.1,0.55,1,0.6,0.2,2.2,2.4,0.9,0.3,0.1,5.2,0.41
292,Drew Gooden,WAS,6,12.8,1,4.2,0.24,0.3,1.7,0.2,0.3,0.3,1,0.5,1,1.8,2.7,4.5,0.5,0.5,0.7,2.7,0.34
293,Rudy Gobert,UTA,14,34.2,3.4,6,0.56,0,0,0,2.5,4.1,0.614,2.4,2.9,3.5,7.4,10.9,1.6,0.9,2.6,9.2,0.23
294,Manu Ginobili,SAS,22,19.5,3.8,8.1,0.469,1.2,3.5,0.351,1.9,2.5,0.778,1.9,1.5,0.5,2.5,3.1,3.4,1,0.1,10.8,0.47
295,Taj Gibson,CHI,23,21.2,2.8,5.8,0.485,0,0.1,0,1.2,1.7,0.675,1.1,2.2,2.1,3.7,5.8,1.3,0.6,0.8,6.8,0.31
296,Paul George,IND,24,35.6,8.5,19.4,0.437,3.2,7.5,0.425,6.1,7.2,0.845,3.5,2.8,1.1,6.7,7.8,4.1,1.6,0.2,26.2,0.63
297,Alonzo Gee,NOP,25,21.4,1.7,3.3,0.512,0.2,0.8,0.263,0.3,0.4,0.8,0.9,2.7,0.6,2.2,2.9,1,1,0.2,3.9,0.16
298,Rudy Gay,SAC,23,32.8,7.3,15.7,0.461,1,3,0.348,2.6,3.1,0.833,2,2.8,1.8,5.1,6.9,2,1.3,0.3,18.2,0.52
299,Pau Gasol,CHI,23,29.6,6.1,13.6,0.45,0.2,0.6,0.286,2.7,3.4,0.772,1.6,2,2,8.7,10.7,2.7,0.7,2,15.1,0.51
300,Marc Gasol,MEM,27,34.7,5.9,12.4,0.472,0.1,0.1,0.667,4.3,5,0.853,2.8,2.7,1.3,6.5,7.8,4,0.6,1.2,16.1,0.42
#,Player,Team,GP,MPG,FGM,FGA,FG%,3:00 pm,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#VALUE!
301,Kevin Garnett,MIN,22,15.5,1.4,3,0.463,0,0,0,0.5,0.7,0.625,0.5,1.9,0.5,4.3,4.9,1.7,0.8,0.3,3.3,0.21
302,Langston Galloway,NYK,26,25.2,2.8,7.4,0.375,1.3,3.1,0.425,1.4,1.8,0.766,0.6,2.1,0.7,3,3.7,2.1,1.1,0.1,8.2,0.32
303,Danilo Gallinari,DEN,25,34.6,5,12.6,0.395,1.7,4.5,0.372,5.9,6.6,0.892,1.3,1.8,1.3,5,6.3,2.8,0.6,0.6,17.5,0.44
304,Channing Frye,ORL,20,17,1.9,4.5,0.433,1.6,3.5,0.449,0.3,0.4,0.875,0.7,1.5,0.5,2.5,3,0.8,0.7,0.2,5.8,0.27
305,Jimmer Fredette,NOP,4,3.1,0.2,1,0.25,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0,0.5,0.32
306,Tim Frazier,POR,14,3.9,0.3,0.6,0.444,0.1,0.2,0.333,0,0,0,0.6,0.7,0.1,0.4,0.5,0.7,0.1,0,0.6,0.15
307,Randy Foye,DEN,25,19.8,1.9,5.9,0.324,0.8,3.3,0.244,0.9,1,0.88,1.2,1.4,0.4,1.5,1.8,1.8,0.5,0.2,5.5,0.32
308,Evan Fournier,ORL,25,31.6,5.2,11.9,0.438,2,5.2,0.392,2.2,2.7,0.806,1.6,2.7,0.4,2.9,3.3,2.2,1.2,0,14.6,0.41
309,Raymond Felton,DAL,26,28.2,3.7,9,0.406,0.9,2.9,0.32,1.4,1.7,0.822,1.7,1.9,0.4,3.2,3.6,3.4,1,0.1,9.7,0.34
310,Cristiano Felicio,CHI,2,1.8,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0.28
311,Derrick Favors,UTA,23,32.5,7.1,13.3,0.536,0,0,0,3,4.2,0.701,1.3,2.2,3,5.5,8.6,1.6,1.6,1.1,17.2,0.46
312,Kenneth Faried,DEN,21,26.6,5.1,9.1,0.565,0,0,0,2.1,4,0.53,1.7,2.5,3.2,5.8,9,1.2,0.6,1.1,12.4,0.41
313,Festus Ezeli,GSW,26,19.8,3.3,6,0.558,0,0,0,2,3.8,0.535,0.9,2.6,2.5,4.1,6.6,0.9,0.4,1.3,8.7,0.38
314,Tyreke Evans,NOP,8,32.5,5.6,13.2,0.425,1.4,3.2,0.423,2.8,3.5,0.786,2.9,2.4,1,4.8,5.8,6.6,1.2,0.4,15.4,0.45
315,Jeremy Evans,DAL,18,8.2,0.7,1.1,0.65,0.2,0.3,0.6,0.4,0.5,0.778,0.3,0.6,0.4,1.4,1.8,0.1,0.1,0.3,2,0.16
316,Tyler Ennis,MIL,11,11.9,1.3,3.4,0.378,0.2,0.7,0.25,0.5,0.7,0.75,0.9,1.1,0.3,1.2,1.5,1,0.3,0.1,3.3,0.31
317,James Ennis,MEM,7,3.7,0.1,0.6,0.25,0.1,0.4,0.333,0.6,0.9,0.667,0.1,0.1,0.3,0.4,0.7,0.4,0.3,0.3,1,0.26
318,Monta Ellis,IND,24,32.3,5,11.8,0.426,0.8,2.6,0.302,1.8,2.4,0.737,2.6,2.2,0.4,2.6,3,4.6,1.8,0.5,12.6,0.40
319,Wayne Ellington,BRK,24,14.3,1.8,4.9,0.373,0.6,2.1,0.28,0.3,0.4,0.8,0.4,0.7,0.2,1.2,1.5,0.5,0.7,0.1,4.6,0.35
320,Cleanthony Early,NYK,7,3.9,0.4,0.9,0.5,0.1,0.6,0.25,0,0,0,0,0.3,0,0.3,0.3,0.1,0.1,0.1,1,0.23
321,Kevin Durant,OKC,20,35.6,9.2,17.6,0.527,2.5,5.8,0.431,6.2,7,0.892,3.3,1.4,0.1,7.5,7.7,4.2,1,1.3,27.2,0.58
322,Tim Duncan,SAS,24,26.5,3.7,7.1,0.524,0,0,0,1.6,2.1,0.745,1.9,2.4,1.9,6.4,8.3,2.9,0.8,1.4,9,0.30
323,Jared Dudley,WAS,23,26.2,2.7,5.7,0.466,1.3,2.9,0.47,1.1,1.4,0.781,1,2,0.6,3,3.6,1.3,0.8,0.2,7.7,0.24
324,Andre Drummond,DET,27,34.4,7.5,14.4,0.521,0,0.1,0.5,2.6,7,0.368,2.3,3.1,5.5,10.7,16.2,0.9,2,1.4,17.7,0.50
325,Goran Dragic,MIA,24,31.5,4.4,10.2,0.429,0.8,2.8,0.269,1.6,2.2,0.736,2.5,2.5,0.7,2.8,3.4,5.2,1,0.3,11.1,0.35
326,Toney Douglas,NOP,16,16.3,2.6,5.8,0.441,1,2.4,0.41,1.2,1.3,0.952,1.1,2.2,0.4,0.9,1.4,1.8,0.9,0,7.4,0.39
327,Spencer Dinwiddie,DET,9,12.3,1.6,3.8,0.412,0.1,0.8,0.143,1.2,2.1,0.579,0.6,1.8,0,1,1,1.4,0.2,0,4.4,0.38
328,Gorgui Dieng,MIN,25,23.1,3.1,5.8,0.531,0,0,0,2.2,2.4,0.9,1.7,2.6,1.6,4.6,6.1,0.9,1.2,1,8.3,0.29
329,Boris Diaw,SAS,27,18.7,2.4,4.9,0.496,0.4,0.9,0.4,0.6,0.9,0.652,1.1,1.3,0.8,2.4,3.2,2.4,0.3,0.3,5.7,0.28
